Avg radiality: 1.0356990702453481

Gene	radiality
MYH6	2.0106382978723403
KIAA1755	2.0106382978723403
AC087312.1	2.0106382978723403
TRIP6	1.5460992907801419
RNU4-35P	1.0460992907801419
AL049775.2	1.0354609929078014
AC009055.1	1.0354609929078014
MYH11	1.0319148936170213
HMGB3P18	1.0319148936170213
SCN10A	1.0283687943262412
FHOD3	1.0283687943262412
ZNF827	1.024822695035461
ZNF516	1.024822695035461
ZNF467	1.024822695035461
ZBTB20	1.024822695035461
WIPF1	1.024822695035461
VMP1	1.024822695035461
UBAP1	1.024822695035461
TRAPPC9	1.024822695035461
TP53	1.024822695035461
TNS3	1.024822695035461
TNRC6B	1.024822695035461
TNRC6A	1.024822695035461
TMEM239	1.024822695035461
TLN2	1.024822695035461
TGFBR3	1.024822695035461
TET2	1.024822695035461
TBL1XR1	1.024822695035461
SUGCT	1.024822695035461
STAM2	1.024822695035461
SPSB1	1.024822695035461
SMOC2	1.024822695035461
SLX4IP	1.024822695035461
SLC14A2	1.024822695035461
SGIP1	1.024822695035461
SF3A3	1.024822695035461
RREB1	1.024822695035461
RNF207	1.024822695035461
RN7SKP15	1.024822695035461
RERG	1.024822695035461
RANP6	1.024822695035461
RAMP2	1.024822695035461
RABGAP1	1.024822695035461
PSMG2	1.024822695035461
PROM1	1.024822695035461
PROCR	1.024822695035461
PHACTR4	1.024822695035461
PHACTR1	1.024822695035461
PAPPA2	1.024822695035461
OSBPL7	1.024822695035461
ODF2L	1.024822695035461
NRG1	1.024822695035461
NOX4	1.024822695035461
NOTCH3	1.024822695035461
NFKBIA	1.024822695035461
NFAT5	1.024822695035461
NEBL	1.024822695035461
MXRA7	1.024822695035461
MSI2	1.024822695035461
MSH5	1.024822695035461
MRC2	1.024822695035461
MORF4L1	1.024822695035461
MLIP	1.024822695035461
MED13L	1.024822695035461
MAP2K2	1.024822695035461
MAP1B	1.024822695035461
LUCAT1	1.024822695035461
LRRC69	1.024822695035461
LINC02576	1.024822695035461
LINC02544	1.024822695035461
LINC02230	1.024822695035461
LINC01611	1.024822695035461
LINC01569	1.024822695035461
LIG3	1.024822695035461
KLHL29	1.024822695035461
KIF15	1.024822695035461
KIAA0753	1.024822695035461
KCNQ5	1.024822695035461
KAT2B	1.024822695035461
IL6	1.024822695035461
HAUS6	1.024822695035461
H1-7	1.024822695035461
GDF7	1.024822695035461
GATA2	1.024822695035461
G6PC2	1.024822695035461
FOXO3	1.024822695035461
FGD6	1.024822695035461
FER	1.024822695035461
FBXL17	1.024822695035461
FBN1	1.024822695035461
FAM193A	1.024822695035461
FAM186B	1.024822695035461
