Avg radiality: 1.0391860920118496

Gene	radiality
ATP2B1	2.0112359550561796
AC004917.1	2.0112359550561796
CNNM2	1.9063670411985019
NPR3	1.595505617977528
MTHFR	1.1797752808988764
AC016766.1	1.1573033707865168
TBX2	1.0411985018726593
LINC01808	1.0374531835205993
YEATS2	1.0337078651685394
S1PR2	1.0337078651685394
PRKD3	1.0337078651685394
PRKAG2	1.0337078651685394
PRKAG1	1.0337078651685394
PLCD3	1.0337078651685394
NPNT	1.0337078651685394
LSP1	1.0337078651685394
HRH1	1.0337078651685394
HOXC4	1.0337078651685394
FBN2	1.0337078651685394
FAM13A	1.0337078651685394
EBF2	1.0337078651685394
AP003057.1	1.0337078651685394
AMPD3	1.0337078651685394
AC092747.1	1.0337078651685394
ABHD17C	1.0337078651685394
YES1	1.0299625468164795
TSNARE1	1.0299625468164795
THSD7B	1.0299625468164795
SZT2	1.0299625468164795
POM121C	1.0299625468164795
MKLN1	1.0299625468164795
L2HGDH	1.0299625468164795
KDF1	1.0299625468164795
KCNK3	1.0299625468164795
ITGB5	1.0299625468164795
HIC1	1.0299625468164795
FOXC1	1.0299625468164795
DDHD2	1.0299625468164795
C12orf75	1.0299625468164795
ARHGAP24	1.0299625468164795
AL391117.1	1.0299625468164795
AC091979.1	1.0299625468164795
AC087664.2	1.0299625468164795
AC025614.3	1.0299625468164795
AC018735.1	1.0299625468164795
AC009126.1	1.0299625468164795
AC008992.1	1.0299625468164795
AC005586.2	1.0299625468164795
WDR7	1.0262172284644195
WASF3	1.0262172284644195
UFL1	1.0262172284644195
TTC28	1.0262172284644195
TSHZ1	1.0262172284644195
TOP3A	1.0262172284644195
TMEM161B	1.0262172284644195
THADA	1.0262172284644195
TFAP2D	1.0262172284644195
TERT	1.0262172284644195
TENT5A	1.0262172284644195
SVEP1	1.0262172284644195
SPRY4	1.0262172284644195
SOX5	1.0262172284644195
SMOX	1.0262172284644195
SIK3	1.0262172284644195
SHROOM3	1.0262172284644195
SEMA4A	1.0262172284644195
SCGB1A1	1.0262172284644195
RTN4	1.0262172284644195
RNY1P8	1.0262172284644195
RNU6-281P	1.0262172284644195
RNU1-46P	1.0262172284644195
RBMS1	1.0262172284644195
RBFOX1	1.0262172284644195
PTPRD	1.0262172284644195
PTEN	1.0262172284644195
PSMD11	1.0262172284644195
PRKD1	1.0262172284644195
PRDM6	1.0262172284644195
PPP2R2D	1.0262172284644195
POLR1A	1.0262172284644195
PLCE1	1.0262172284644195
PKN2	1.0262172284644195
PDE11A	1.0262172284644195
