Avg closeness: 0.5141454466514345

Gene	closeness
AC069368.1	1.0
NEBL	0.803030303030303
UBAP1	0.7709090909090909
SLC20A2	0.743859649122807
SPINK7	0.6385542168674698
AC104119.1	0.6217008797653959
TET2	0.6144927536231884
FNDC3B	0.5971830985915493
STAM2	0.5549738219895288
NFKBIA	0.5145631067961165
ZNF638	0.5120772946859904
SF3A3	0.5120772946859904
AC007092.1	0.5120772946859904
TGFBR3	0.5108433734939759
TCF7L1	0.5108433734939759
SPSB1	0.5108433734939759
SGIP1	0.5108433734939759
RNF207	0.5108433734939759
QSOX1	0.5108433734939759
PRKCE	0.5108433734939759
PHC2	0.5108433734939759
PHACTR4	0.5108433734939759
PAPPA2	0.5108433734939759
ODF2L	0.5108433734939759
NME7	0.5108433734939759
LUZP1	0.5108433734939759
LINC02576	0.5108433734939759
LINC01358	0.5108433734939759
KLHL29	0.5108433734939759
GDF7	0.5108433734939759
FHL2	0.5108433734939759
FAF1	0.5108433734939759
ENSA	0.5108433734939759
DDAH1	0.5108433734939759
CNRIP1	0.5108433734939759
CD46	0.5108433734939759
CCDC30	0.5108433734939759
AL356364.1	0.5108433734939759
AL353681.1	0.5108433734939759
AKR1A1	0.5108433734939759
AC093904.1	0.5108433734939759
AC067959.1	0.5108433734939759
AC007389.1	0.5108433734939759
AC007381.2	0.5108433734939759
ZBTB20	0.5096153846153846
WNT7A	0.5096153846153846
WIPF1	0.5096153846153846
ULK4	0.5096153846153846
TRANK1	0.5096153846153846
STAB1	0.5096153846153846
SLC25A26	0.5096153846153846
SCN10A	0.5096153846153846
KIF15	0.5096153846153846
KAT2B	0.5096153846153846
GATA2	0.5096153846153846
G6PC2	0.5096153846153846
FN1	0.5096153846153846
DIRC1	0.5096153846153846
CYP20A1	0.5096153846153846
CYBRD1	0.5096153846153846
COL6A3	0.5096153846153846
CMSS1	0.5096153846153846
CCDC75P1	0.5096153846153846
ARL6IP6	0.5096153846153846
ARL14	0.5096153846153846
ANKUB1	0.5096153846153846
ADCY5	0.5096153846153846
AC084017.1	0.5096153846153846
AC074286.1	0.5096153846153846
AC021074.3	0.5096153846153846
AC007563.2	0.5096153846153846
WDR1	0.5083932853717026
TBL1XR1	0.5083932853717026
PROM1	0.5083932853717026
LIN54	0.5083932853717026
HGFAC	0.5083932853717026
FAM193A	0.5083932853717026
CTBP1-DT	0.5083932853717026
C1QTNF7	0.5083932853717026
AFAP1	0.5083932853717026
AC058822.1	0.5083932853717026
ZNF827	0.507177033492823
RANP6	0.507177033492823
PALLD	0.507177033492823
FER	0.507177033492823
EDNRA	0.507177033492823
SMOC2	0.5059665871121718
PRR16	0.5059665871121718
MAP1B	0.5059665871121718
LUCAT1	0.5059665871121718
LINC02230	0.5059665871121718
LHFPL2	0.5059665871121718
ITGA1	0.5059665871121718
HMGB3P18	0.5059665871121718
FTMT	0.5059665871121718
FBXL17	0.5059665871121718
EDN1	0.5059665871121718
AC073115.2	0.5059665871121718
ZNF467	0.5047619047619047
YKT6	0.5047619047619047
TRIP6	0.5047619047619047
TNS3	0.5047619047619047
SUGCT	0.5047619047619047
STEAP2	0.5047619047619047
SLC22A3	0.5047619047619047
SGCD	0.5047619047619047
RREB1	0.5047619047619047
RNU4-35P	0.5047619047619047
PHACTR1	0.5047619047619047
NRG1	0.5047619047619047
MSH5	0.5047619047619047
MLIP	0.5047619047619047
LINC02544	0.5047619047619047
LINC01611	0.5047619047619047
KCNQ5	0.5047619047619047
INHBA	0.5047619047619047
IL6	0.5047619047619047
HDAC9	0.5047619047619047
FUT10	0.5047619047619047
FOXO3	0.5047619047619047
FNDC1	0.5047619047619047
ESR1	0.5047619047619047
ELN	0.5047619047619047
EEPD1	0.5047619047619047
EBF1	0.5047619047619047
CREB5	0.5047619047619047
COL21A1	0.5047619047619047
COG5	0.5047619047619047
CHRM2	0.5047619047619047
CDKN1A	0.5047619047619047
CDK6	0.5047619047619047
CDK14	0.5047619047619047
CAV1	0.5047619047619047
BMP6	0.5047619047619047
AL589647.1	0.5047619047619047
AL357146.1	0.5047619047619047
AL355499.1	0.5047619047619047
AL121970.1	0.5047619047619047
AIG1	0.5047619047619047
AC018706.1	0.5047619047619047
AC004869.1	0.5047619047619047
TRHR	0.503562945368171
TRAPPC9	0.503562945368171
LRRC69	0.503562945368171
LINC00536	0.503562945368171
HNF4G	0.503562945368171
HAUS6	0.503562945368171
CCN3	0.503562945368171
BNC2	0.503562945368171
AP003351.1	0.503562945368171
AC022274.1	0.503562945368171
ZNF618	0.5023696682464455
SCAI	0.5023696682464455
RABGAP1	0.5023696682464455
PLXDC2	0.5023696682464455
PHF19	0.5023696682464455
MALRD1	0.5023696682464455
CTNNA3	0.5023696682464455
COL15A1	0.5023696682464455
CELF2	0.5023696682464455
AL691420.1	0.5023696682464455
AL359546.1	0.5023696682464455
AL359091.2	0.5023696682464455
AL162726.3	0.5023696682464455
AC087312.1	0.5023696682464455
YY1	0.5011820330969267
YAP1	0.5011820330969267
USP50	0.5011820330969267
TSPAN14	0.5011820330969267
TMX2	0.5011820330969267
TLN2	0.5011820330969267
THEM7P	0.5011820330969267
TET1	0.5011820330969267
TCF7L2	0.5011820330969267
SNX19	0.5011820330969267
SAMD4AA	0.5011820330969267
RN7SKP15	0.5011820330969267
RIN3	0.5011820330969267
RERG	0.5011820330969267
PRDM11	0.5011820330969267
PDE3A	0.5011820330969267
OBI1	0.5011820330969267
NOX4	0.5011820330969267
MYPN	0.5011820330969267
MYO1E	0.5011820330969267
MYH6	0.5011820330969267
MTNR1B	0.5011820330969267
MPPE1P1	0.5011820330969267
MED13L	0.5011820330969267
MCF2L	0.5011820330969267
JCAD	0.5011820330969267
ING1	0.5011820330969267
H1-7	0.5011820330969267
FGD6	0.5011820330969267
FBN1	0.5011820330969267
FBLN5	0.5011820330969267
FAM186B	0.5011820330969267
EML1	0.5011820330969267
DIO3OS	0.5011820330969267
CRACR2B	0.5011820330969267
COX8A	0.5011820330969267
CEP164	0.5011820330969267
CCND2	0.5011820330969267
CCDC197	0.5011820330969267
ARMH3	0.5011820330969267
ARL14EP	0.5011820330969267
ARHGAP12	0.5011820330969267
AL365295.1	0.5011820330969267
AL163932.1	0.5011820330969267
AL049775.2	0.5011820330969267
ADAMTS8	0.5011820330969267
AC023161.1	0.5011820330969267
ABCC9	0.5011820330969267
